id	tweet	subtask_a
1898	RT @USER: يا فاروق يا اشششششششششف 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 @USER URL	NOT
1899	@USER @USER دي فترة انتقالية ما ممكن تكون 4سنة يا سنة يا سنتين كحد اقصى	NOT
1900	@USER انتي يا ست يا لئيمة ، أنا عارف الحركات دي كويس 😂😂 URL	NOT
1901	RT @USER: يا كابتن هيثم يا عظيم والعظمه لله 🖤 URL	NOT
1902	يا جمر الأمس يا باكر رماد.	NOT
1903	أيها الناس نحن من نفر عمرو الأرض حيث ما قطنوا ...<LF>يذكر المجد كلما ذكروا وهو يعتز حين يقترنُ ... <LF> يا بلادي بلادي يا بلادي 🇸🇩✌🏽	NOT
1904	@USER قسم بالله ان رئيس الهلال هو وزوران هدفهم تدمير الهلال وعبثو فيه وقلتها من قبل وبقولها الحين إذا استمروا الاثنين لن يحقق الفريق بطولة الدوري وابطال اسيا وهي أملنا الأخير أين أنتم يا رجال الهلال يا أعضاء الشرف وينك يا بندر بن محمد الهلال الحين بأمس 	NOT
1905	ما يارب يا أخف يا أموت ايهما اقرب يعني .	NOT
1906	RT @USER: '<LF>يا رب يا من له الحكم وإليه المصير<LF>اطلبك يارب في خير العمل وارتجي <LF>'<LF>تكفيني من الحياة وشرها المستطير<LF>لاصار غرتني الدنيا بصوتٍ…	NOT
1907	يا وجه العافيه يا سيّد الأبتسامه الحلوه	NOT
1908	@USER يا هلا بيكم يا احبتنا 💓💓💓💓💓💓💓💓💓💓💓💓	NOT
1909	RT @USER: إنتظاري طال يا حلو التثني <LF>يا مليح الروح ما هذا التجني 💔 URL	NOT
1910	RT @USER: ♦♦<LF>♦ الدوري السعودي ♦ تقدم الاتحاد 2:0 ☺♥<LF>952988481<LF>, عاااالمي يا ولد سهلها يا كبييير 😍<LF> النصر والاتحاد مباشر| ⚔⚽⚔ |<LF>⚽…	NOT
1911	@USER يا بياضة يا شواف النتيجة طلعت خلاص وكل إللي بيحصل شو مش أكتر علشان العالم إللي بيتفرج علينا	NOT
1912	@USER اصنام يا ابن الرقاصة يا ابو شحاطة... اصنام يا صرماية انت واللي خلفوك يا كلب يا ابن الحرام يا خنزير...والله انت كنت رجل لاقيني مطرح الأصنام لفرجيك كيف بيكونوا الأصنام يا ابن الكلب #تفه	OFF
1913	@USER موتو قهر يا فقراوي يا حسود ترى من كثر ما تحسد الهلال تدخل بنيته تقول عليه ظلالم علشان هلون ربي مهو موفقكم خلوا نيتكم زينه نصيحه	OFF
1914	@USER يا اسود يا سواد الليل ,, يا لون المسك والعنبر<LF>شبيه المشتري وسهيل ,, ومن حقه اذا تكبر ..<LF>عرفت البيض انا والسمر ,, بياض قلبك يكفيني<LF>فداك الروح وكل العمر ,, يا احلى لون في عيني ..	NOT
1915	يلا يا سعفان يا ابن الچزمة ابعد عن الچاموسة يلعن م...	OFF
1916	والله العظيم مافي فرخ حرام وضال إلا أنت يا نعمان يا بن عثمان. أخلاق جيشنا أكبر من أنها تقتل الأبرياء لأغراض شخصية. يا ويلكم من ربي ومن الليبيين والله العظيم اني لأرى الحرب هذه نصرة للجيش وللحق على الإخوان والدواعش والمليشيات الأرهابية والمرتزقة والعماله اللي انت تمثلها يا ضال. URL	OFF
1917	RT @USER: اه يا عامر يا لئيم عايزنا نخسر يا اخى ك...مك #خمسين_الف_مشجع_للزمالك URL	OFF
1918	RT @USER: إلى جنة الخلد يا شهيد الوطن يا أحمد بن جابر الشمراني تضحون بأرواحكم في الحد الجنوبي لنعيش نحن في أمن وأمان اللهم تقبله من…	NOT
1919	يلا يا حبايبي يلا يا حلوين <LF>اللي عنده كلمتين حلوين يقولهم ❤ واللي عنده كلمتين وحشين يقولهم بردو 😒<LF>URL URL	NOT
1920	يا انا بوخذك يا الله بوخذك — دواويين وحركات كلزق URL	OFF
1921	@USER @USER نيجيريا 🤣🤣🤣🤣🤣🤣🤣. المشكلة النيجيري ب فريقك يا فقراوي🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 اسياد اسيا حنا يا تعبان يا ابو 3 صيح صيح صياحك طرب 🤣	OFF
1922	@USER والله بتمتعنا بتعليقك اكتر ما بنتمتع بلعب الزمالك يا كابتن احمد يا زملكاوى يا محترم يا عالمى	NOT
1923	عزاه يا عزاه .. يا خيبة عمر<LF>وعزاه ياقلبٍ غدى ماله حبيب..	NOT
1924	اه يا شمندورة لابسه توب يا اجمل م الصورة دوب يا دوب	NOT
1925	@USER يا قلبي ❤ يا عمري ❤ <LF>الله يوفقكم وينصركم ويحقق امانيكم وامانينا <LF>آمين يا رب العالمين 💛💙	NOT
1926	قربلي يا عمري اه يا عمري واملي قلبي غرام ~	NOT
1927	@USER مابدهاش تزبط يا زلمه يا عبد عزمي بشكاره ونظام الحمدين الامارات والسعوديه ضدكم با اهل الفتنه والدمار والتشرد سبحان الله الاخونجيه يغردون مع بعض ريموت كنترول عزمي بشكاره	OFF
1928	يا قمر يا غايب سلم ع الحبايب💙)).	NOT
1929	RT @USER: يافاتنة كل المدن يا أرض النقاء يا أرض البياض،يامُلهمه قلب البدر لا قال؛"ما أرق الرياض". #الرياض_الان	NOT
1930	RT @USER: يا حلو ... مدري يا حبيبي.. يا حبيبي ..يا حلو <LF>من باب دافع الأشتياق اللي تبي منها أختره <LF>أيوا الله أحبك و صايبني على حبك .. غلو…	NOT
1931	@USER يا خراب البياااض يا شتات الشتات يا ابا رشدى	NOT
1932	@USER @USER يا ميما يا حبيبتي الاطفال دايم نعطيهم على جوهم 😂💛💛	NOT
1933	@USER خخخخخخخ خخخخخخخ خخخخخخخ خخخخخخخ خخخخخخخ خخخخخخخ خخخخخخخ خخخخخخخ أنت هتنيك نفسك ، شوف جماهيركم عملت إيه بعد خروجكم من أرولاندو حسام غالي يا فتاكة يا ابن المرة المتناكة أحاااا<LF>ابقي شوف جماهير الزمالك في فاينال أفريقيا قدام صنداونز <LF>الك	OFF
1934	RT @USER: هيلا وهيلا وهيلا يا حلولو يا كبير العيلة .. مترستق خالص ع الكرسي وبلدنا في إيدك شخليله	OFF
1935	@USER @USER تراهم دواعش يا انساني يا كيوت<LF>حتى لو اننا ضد الشريعة لكن هذا الشئ ايجابي جدا ويجب ان يطبق في كل دول العالم	NOT
1936	@USER @USER الحساب الخاين على فكرة فرعونكم هو بايع وطنه و باع ١٦٠٠مترًمن سيناء و لسة هيبيع لصالح الصهاينة هو صهيونى خاين و انتم زيه بالضبط خونة و بايعين لوطنهم ما انتم عبيده بقى انا لا أتشرف انا اتعامل مع العبيد امثالكم يا حساب يا خاين و كل	OFF
1937	RT @USER: مش انت لوحدك انت يا قمر مش لوحدك يا مزة 😂 URL	OFF
1938	هو احنا نعمل ايه يا مخدرات يا بنات يا فلوس هو ده تفكير الناس دلوقتى👌💔	NOT
1939	RT @USER: حدثينا يا روابي نجد يا جبال السراة،،<LF>يا ينابيع الحسا جددي فينا الحياة،،<LF>حدثينا عن أبو تركي العظيم..<LF>عن أبونا الفارس الشهم الك…	NOT
1940	RT @USER: لأن شعبك وكنيستك يطلبون إليك وبك إلي الآب معك قائلين : إرحمنا .. إرحمنا .. إرحمنا .. يا الله مخلصنا .. يا رب أرحم 🙏🏻<LF>(من ا…	NOT
1941	كدا ؟ كدا يا آلبي يا حتّى مني 🚶🏻‍♀️	NOT
1942	@USER يا رب يا قوي يا عزيز يا غني يا كريم اللهم. اجعل سعادتي وسعادة امي واولادي على يد هذا العبد الفقير الذي رزقته. فإنه لا يعجزك يا الله اللهم ارحم ظعفي وقلة حيلتي وقدرني علا تحقيق احلام امي واولادي	NOT
1943	RT @USER: يا سعد الدين يا حبيب الملايين 💙💙💙💙💙💙🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹 URL	NOT
1944	ارحمنا يا عم خالد يا غندور وسيب الراجل في حاله انت عاوز ايه بالظبط<LF>#ادعم_جروس	NOT
1945	قولهم يا سكولز قولهم يا جيجز والله عيب يا شيباب	NOT
1946	الله يحرقك يا يونج يا فلاح يا ابن الفلاحين	OFF
1947	RT @USER: يا حبيبي يا اتحاد يا حبيبببببي💛💛💛	NOT
1948	كسمك يا احمد يا عفيفي يا ابن المتناكة، كسمك يا حسام يا بدري يا خول #الاهلي_فوق_الجميع	OFF
1949	@USER بت يا نوسة انا اللمبى يا بت	NOT
1950	@USER @USER أرحل يا خطيب ارحل يا خطيب ارحل يا خطيب<LF> ارحل يا خطيب ارحل يا خطيب ارحل يا خطيب<LF> ارحل يا خطيب ارحل يا خطيب ارحل يا خطيب	NOT
1951	الله يسعدك يا نبع الحنان يا من تعبت في تربيتناو ومسحت دمعات لنا ونحن في الصغار الله يحفظك لي يا نبع الحنان والله يحفظ أمهاتكم ويرحم من مات منهم اللهم آمين URL	NOT
1952	الله يعلنك يا اليجري يا فساي انا والله مش مستوعب الصدمه لحد دلوقتي	OFF
1953	@USER يا ارحم الراحمين يا ارحم الراحمين يا ارحم الراحمين يا ارحم الراحمين يا ارحم الراحمين يا ارحم الراحمين	NOT
1954	RT @USER: صباح العشاق 💔<LF>وينك؟ كرهت هذا العمر بعدك كرهت درب ما يجيلك كرهت عالم ما تحكمه عيونك وينك؟ يا فرح يومي وأمسي يا دفى نبضي…	NOT
1955	@USER @USER @USER @USER يا ولد ستين ،،،،،،،،،،،،،،، قصدك ماشفتش الفيديوهات و هم يتباهو بالقصف في الفجر من منصات الجراد ،،،، تى نوض يا قذر و يا وسخ يا عديم المروءة يا للي الشبشب انظف منك و الزامل ارجل منك تفوووو	OFF
1956	يا حسين يا حسين يا حسين 😂😂😂 URL	NOT
1957	اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا اهدأي يا انا	NOT
1958	@USER يا صباح الجمال يا ماجد 🙏🏼🌹<LF>شكرا للطفك وثقتك ☀️	NOT
1959	RT @USER: @USER يا سلامي عليكم يا السعوديه <LF>يا ديار الشيم يا دار الابطالي❤️🇰🇼🇸🇦	NOT
1960	RT @USER: يا ريت يا جماعة لو حد يعرف يجيبلى تذاكر لماتش الاهلى .. محتاج ٤ تذاكر ضرورى و ياريت لو مش هتعرف اعمل ريتويت ✋	NOT
1961	الهم بحق يومك هذا اكتبني من عبادك الصالحين وارني الحق لاتباعه والباطل لاجتنابه وكثر الخيّرين وارفع راية الدين واحشرني مع نبينا سيد المرسلين واله الطاهرين واصحابه المنتجبين وعبيدك الخيرين. واهلك السفلة والشريرين وأبعدني عن المتزلفين ، وارحمني وارحم والديّ يا ارحم الراحمين . يا ربّ	NOT
1962	#يوم_الجمعة <LF>#السودان_ينتفض <LF>اللهم بسطوة جبروت قهرك،وبسرعةإغاثة نصرك وبحمايتك لمن احتمى بآياتك نسألك يا الله يا سميع يا قريب يا مجيب يا منتقم يا جبار يا قهار يا من لا يعجزه قهر الجبابرةولا يعظم عليه هلاك المتمردين من الملوك والأكاسرةان تنصرنا وتمن علينا بنعمة الامن والاستقرار💛✨	NOT
1963	يا نانا يا طاطا .. يا طاطا يا ناا ناا 😕	NOT
1964	@USER انت مال كسمك يا شمال يا بن ديك الكلب يا عرص يابن العرص يا بن الشرموطه	OFF
1965	كل الأشخاص اللي أحبهم ما ودي يمسهم أي سوء أو ضرر، لكن في وحده من صحباتي بالأخص من كل قلبي "يارب احفظها من كل سوء ولا تجعل شر يمسها أبداً وأكرمها بالخير والرزق الجليل منك يا رزاق يا كريم يارب" 😭🤲🏻	NOT
1966	يا حرقة دمك يا جوارديولا 😂😂😂	NOT
1967	RT @USER: " يا اخت يا اخت ، لو سمحتي بس ناوليني فخذتك دي دقيقه " URL	OFF
1968	RT @USER: @USER بقى مش عارف ايه غيرني يا بريء يا حنين يا ملاااااك URL	NOT
1969	يا كتفي و إتكائي يا دياري <LF>و العائلة يا ضوئي و إنشراحي <LF>يا صديقي يا حَبيبي ❤️	NOT
1970	إتعلموا ثقافة السكوت .. لازم تتعلموا تسكتوا لما تبقوا عارفين إن الكلام يا مالوش لازمة يا هيجيب مشاكل وهاتتفادوا ٩٠٪؜ من المشاكل اللي بتقعوا فيها.	NOT
1971	@USER لا لا صدقني الموسم الجاي <LF>بتقول انا وشلون انتقدت وسفلت فيك يا احمد موسى يا اسطورة الاساطير	NOT
1972	فخر مصر بحبك من قلبي وبدعيلك يا هداف الدوري يا مشرفنا ❤️❤️ URL	NOT
1973	@USER يا عله مبارك يا أبو عبدالله والله يوفقك🌹	NOT
1974	يا كل رسمي وكتاباتي يا عدي وكل حساباتي<LF>وانا وياك لا تحاتي رموش العين لك حراس.	NOT
1975	RT @USER: #قدها__يا__اهلي<LF>افريقيا للكبار يا اهلي<LF>التاسعه يا اهلي URL	NOT
1976	@USER انا اعيش المشاعر مزبوط واعبر عنها يا ابكي يا افضفض لشخص عزيز يا اعصب واطلع كل الي في قلبي بعد النفسنه دي اتكلم مع روحي بحب واحضنها واعتذرلها على الي حصل بعد كده اتحمم بمويه وملح وبعد كده ابخ عطر انا احبوا وفنجان قهوة واكافيء نفسي مكافئه حل	NOT
1977	@USER شالله يكرمك و يوسع عليكي و يرزقك الخير و يكتبلك فكل خطوة سلامة يا رودي يا بنت ام رودي 😍😂	NOT
1978	هذا من ذوقك يا مهذب يا كتكوت يا مريض نفسي والله يرضى عليك شيل صورة ولي العهد لأنك مش سعودي ولا تشرف حتى تكون عربي ولا مسلم .#غبي 🐁 URL	OFF
1979	RT @USER: صباحك فل يا ابو موزو يا غالى 💜💜👑<LF>#صباحك_عالراديو9090	NOT
1980	RT @USER: اللهم يا صاحب الأرزاق ، يا من عرج إليه أحب الخلق على البراق ، أسكن زوجي الجنه و آسقه من مائها الرقراق ، و أرحمه يوم تتناثر…	NOT
1981	@USER @USER الله يسعدك يا حبيبي وشكراً لك يا غالي	NOT
1982	نكاية بترامب ..<LF>حلوة يا أم الخال يا احلى صبية ..	NOT
1983	كهرباااااااااااااااا ⚡😍😍<LF> كل سنه وانت طيب يا فولت يا فخر دفعتي يا ابن دفعتي البار 😘😘 ❤️ URL	NOT
1984	اثنينا يا حلونا انتي يا روحي و أنا🎶.	NOT
1985	يا عطش العمرِ ، يا قصائدي المؤجَّلَهْ .	NOT
1986	@USER @USER والله يا اخت ريم كم من امرأه محجبه بهذا الشكل هل كلهم في النار ؟ هذا اللي اقصده تربوا على هذي الهيئه ولا أفتيت انه حلال او حرام هذا اولاً ثانياً الشخص الغيور يكون محترم وغير همجي الا اذا تحبي احد يقولك يا وجه البومه يا بقره وووو هذا شي را	OFF
1987	#الغزالي_وفولورز_لجمهوري_الغالي واه يا غزالي .. واه يا غزالي <LF>واه يا غزالي .. واه يا غزالي<LF>لو الهوى ينباع كنت واودي <LF>لو الهوى بيّاع قلبه يدوب في ودي <LF>واه يا غزالي .. واه يا غزالي <LF>يا تاعب لي حالي <LF>واه يا غزالي .. واه يا غزالي <LF>يا ابو قلب خالي	NOT
1988	تأمّل ..<LF>َ<LF>يا حي يا قيوم وفقني يا كريم أكرمني يا رحمن ارحمني يا ذا الجلال والإكرام أسعدني<LF>َ<LF>من التوفيق والسعادة أن تستشعر ما يسبق مطلوبك وحاجتك من أسماء الله الحسنى وما تتضمنه من صفات الله العظيمة فهو الباب الأعظم للتلذُّذ بالمناجاة والدعاء<LF>*#صلاة_الوتر_وأبشرو_بالخير*	NOT
1989	يا غـزال الريّم يا ضـبيّ الفلا<LF>ارحـم اللي مـنك عينه ما تِـنام🦌💛.	NOT
1990	يا ليل الصبر يا مسهر دموع العين<LF>انا ملاح و تاه منى سوا شطين<LF>مسير الصبر هيوصل مراكبنا<LF>ونتقابل أنا و أنت بحبايبنا❤<LF>ياعينى ع الصبر | الأستاذ وديع الصافى 💜❤💛<LF>الراجل دا عظيم جداً	NOT
1991	" أيسمع الله دعائي يا أمي ؟<LF>أجل يا صغيري ..<LF>فلماذا إذاً لا يعطيني ما سألته ؟<LF>لأن الطبيب يعطينا الدواء الذي نحتاج، لا الدواء الذي نحب " URL	NOT
1992	يا حلاوة الدنيا يا حلاوة يا حلولو يا حلاوة~<LF>- URL	NOT
1993	RT @USER: فلوس الكراتين دي من فلوس مين يا شريف يا صادق يا أمين ؟ URL	NOT
1994	يا كـبر قـدرك يا رفيقي عن النـاس <LF>مـا يشبهك في طبعك ، اﻻ المرايا<LF>هي تعكس الاشيا بدقـة ومقيـاس.<LF>وانت تعكس طيبك وبيض النوايـا	NOT
1995	الله ياخذك يا زوران<LF>الله ياخذك يا زوران<LF>الله ياخذك يا زوران	OFF
1996	الله ياخذك يا كرواتي يا سباك عمر الهلال م كان ضايع كذا حتى لمن كانوا مدربين الأولمبي يدربوه.	OFF
1997	@USER @USER واذا كنتي لا تثقين في بعض حسب ماتقولين<LF>ف لماذا تثقين في البعض الاخر<LF>هو يا ثقة يا مش ثقة<LF>اختي<LF>هذا دين والدين لا يأخذ الا من الثقات وانتي حسب كلامك ان وسيم ثقة هو نفسه في الموضوع هذا له اكثر من راي ومختلفين<LF>النقاش في	NOT
1998	RT @USER: وانت يا توأم الروح يا منية النفس الدائمة الخالدة يا انشودة القلب في كل زمان ومكان مهما هجرتي ومهما نأيتي عندما يوشك الق…	NOT
1999	@USER يا رب يا اخويا يا رب	NOT
2000	لما يبقي معنديش خلق لا حاجه <LF>ايه يا اعمي يا اعمي دوست ع خيالي وانت ماشي URL	OFF
2001	RT @USER: يا كزوفى يا كزوفى 😄😄😄 URL	NOT
2002	آه يا حلو يا مسليني يا حبيبييي💘💘💘💘💘💘💘	NOT
2003	يا نسمه على صدري يا غنوه حلوة 💛	NOT
2004	@USER @USER كيلور يا كايدهم يا مرعب المهاجمين URL	NOT
2005	RT @USER: ✨خابت الظنون إلا فيك .. <LF>وانقطعت الآمال إلا منك .. <LF>وغُلقت الطرق إلا إليك يـا الله<LF> يا صاحب الفرج<LF>يا جاعلآً للضيق مخرج<LF>يام…	NOT
2006	@USER يا همااااااااام يا همام يا نانا واد يا سعيد 😂😂😂😂😂😂😂😂😂😂	NOT
2007	RT @USER: يارب يا عزيز يا جبار يا قادر يا مقتدر يا كريم يا عظيم يا حنان يا منان يا ذا الجلال والإكرام أنصر الزمالك❤ اليوم علي فريق…	NOT
2008	RT @USER: يا عقلي يا حبيبي غلط كده. طب نام وانا هفكرك بقرف حياتك ومشاكلك النفسية والدنياوية والwrong decisions والاكتأب والخرا ده كله ا…	OFF
2009	@USER الله وكيلك محسوبك يا كرة يا اخبار شخص ممل جداً 😂	NOT
2010	RT @USER: @USER حبيب قلبي يا جو ربنا يخليك يا صاحبي وعشره عمري وعقبال مفرح ففرحك يا ابيض ❤❤	NOT
2011	@USER @USER @USER ما أسمعك يا ضفدع يا ابو موسم صفري🐸🐸🐸 URL	OFF
2012	📌 أوصيكم ونفسي بالإبتعاد الكلي عن مهزلة "التعديلات الدستورية" .. حد يسألني "ليه يعني يا سلبي يا عدو الوطنية يا عدو الإنسانية يا محطم قلوب السياسيين؟" .. ممكن اقوله ملكش دعوة على فكرة .. بس أحب أقوله "بلاش تشيل ذنب حد هيتظلم أو هيطلع ميتين أمه في المستقبل بسبب صوتك" ✋	OFF
2013	@USER يا رجل داعسك في كل محل شوف في اخر ثلاث سنوات شلت عليك الكأس في ملعبك الحمد الله و ذي السنه في اخر اربع جولات حرمتك من الدوري في اصعب ظروفي يا قوة يا اتحادنا ما شاءالله	OFF
2014	@USER @USER @USER يا درعاوي يا لحجي كفايه تنشر لنفسك وتشحد متابعين	OFF
2015	@USER @USER احسن ناس يا وفاء يا بنت قناوي 😂😂	NOT
2016	@USER @USER @USER هههههههه انتم من سترضخون صاغرين الى تميم المجد وأردوغان يا عبيد امريكا يا ملاعين يا عملاء إسرائيل يا قاتلين الأطفال في اليمن وليبيا 🖕🏼🖕🏼	OFF
2017	دعاء8♥<LF>سُبْحانَكَ يا ضآرُّ تَعالَيْتَ يا نافِعُ أَجِرْنا مِنَ النّارِ يا مُجيرُ، سُبْحانَكَ يا مُجيبُ تَعالَيْتَ يا حَسيبُ أَجِرْنا مِنَ النّارِ يا مُجيرُ، سُبْحانَكَ يا عادِلُ تَعالَيْتَ يا فاصِلُ أَجِرْنا مِنَ النّارِ يا مُجيرُ	NOT
2018	@USER ربنا يسعدك و يوفقك يا حياة قلبي يا ياسمين URL	NOT
2019	@USER نتشرف يا أمراء اوووه يا الأزرق يا هلال ..العب في الساحه يا هلال. 💛💙🖤	NOT
2020	#الرياض_الان يا أهل النخوه يا اخوان يا أهل العز والشرف بنت انخاكم الرحمن حالنا علينا التزام 11 الف ريال ولازم نسدد خلال اسبوع نهيتكم يأهل العز والنخوه نخيتكم ارحمو ضعفنا يناس ساعدونا بالي تقدرو عليه نخيتكم يأهل نخوه	NOT
2021	@USER والكلام ده تقولوا لنفسيكوا يا معلق يا البتجعر بس انت لما خسرنا من صن داونز في النهائي و شمتوا وبنا جابلنا حقنا منك حسبي الله ونعم الوكيل فيك	OFF
2022	@USER ريكسونا وصلاني هنا يا عسل انت يا عسل 😂	NOT
2023	يا شرطي يا دركي أنايا ماشي حركي..<LF>رانا طالبين الحرية من عصابة المجرمين.<LF>هذا أحد الشعارات التي سمعتها اليوم والذي يعبر عن واقعنا الذي صار أشبه بالقضية الفلسطينية في مطالبها لدى مجلس الأمن.	NOT
2024	@USER يا خوارج يا ارهابيين يا منبع اليهود	OFF
2025	RT @USER: @USER كل سنه وانت طيب يا رشدي يا رجوله ويارب سنه سعيده عليك ❤️	NOT
2026	RT @USER: يالتاج عالراس يا الساده .. يا مالك الروح وراعيها❤️	NOT
2027	( يا منى روحي وقلبي يا الريم ) <LF>❤️	NOT
2028	كل سنه وانت طيب يا شيعو يا اطيب قلب وعقبال سنين كتير في سعاده ونتخرج علي خير❤❤❤❤❤ URL	NOT
2029	RT @USER: يا أجمّل النوادر يا سُمو الإختِلاف . URL	NOT
2030	أنا إنسانه ما أسكت إلا بثلاث حالات يا مستحيه يا مفهيه يا قافله معاي	NOT
2031	@USER يا بكاية يا بكاية يا بكاية😔😂💔	NOT
2032	النهارده شوفت واحدة ف الكافيه بتحكي حاجة لصاحبتها وف نص الكلام راحت معيطة، صاحبتها حطت ايديها حواليها ونيمتها ف حضنها وباستها من دماغها وقالتلها بغض النظر عن اي حاجة انا حضناكي أهو وكل حاجة هتبقى كويسة .. يا شوية عرر يا بتوع معلش 😒	OFF
2033	@USER يا اغلى ما املك يا نصفي الثاني وروحي, احبك اكثرررر)):	NOT
2034	اه يا حبيبة قلبي يا حب حياتي يا عشقي يا لي سكنتي قلبي وروحي ووجداني محال نبدلك بوحدة ثانية او نخونك همك هو همي فرحك فرحي والله ماراني نرقد نبات نفكر فيك مقلق عليك خايف النسمة تقيسك او الهواء يزعفك ربي يحفظك ويحميك يا عشق عمري يا نعمة ربي يا بلاااااااااادي. 🇩🇿<LF>اللهم احفظ الجزائر URL	NOT
2035	@USER عيوني كلها ليك تسلم يا چيمي يا عسل 😍😍❤️ اخلص سنتنا السودة اللي مش عايزة تخلص دي بس 🤦🏻‍♂️😂😂	NOT
2036	@USER انا ابتديت اشمك يا برهان ولا يا دليل انت	NOT
2037	RT @USER: 💚صلّوا على من يقف في [ نهاية الصراط ] عند باب الجنہ’ يراک تضع قدمک على أول الصراط , ويدعوا لک : يا رب سلّم .. يا رب سلّم ♥ال…	NOT
2038	@USER مبروووك يا عسل يا قمر يا عالمي	NOT
2039	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER يا رووووحي يا سااره 😭❤️ الله يسعدلي قلبك يا اجمل حدا عرفته 🥰❤️❤️	NOT
2040	@USER يا اغلى من الغاليين يا روح روحي💔💙💙💙.	NOT
2041	اللهم يا واسع يا قوى يا حق يا صمد اشفى كل مريض- شفاءا تماما وعافي كل مبتلى	NOT
2042	@USER كدا بقت "حبيبي يا نور العين يا ساكن خيالي" 😂	NOT
2043	RT @USER: يا سندي وعوني يا أغلى غالي<LF>جعل الأيام ما تمر إلا وانت معاي 💞💛( @USER )	NOT
2044	RT @USER: اللّهم الطُف بِنا في قضائِكَ وقَدَرِكَ لُطْفاً يليقُ بِكَرَمِكَ يا أَكرَمَ الأَكرَمين، يا سمَيعَ الدُّعاء، يا ذا المَنِّ و…	NOT
2045	RT @USER: يا من تقول لكلّ شيء كن فيكون يا رحيم يا<LF>غفور يا ذو العرش المتين يارب اني اسألك<LF>بوجهك الكريم ان ترزقني الجنة بلا حساب و<LF>لا سابق…	NOT
2046	انا مش هقدر يا ابله انا حموت يا ابله	NOT
2047	@USER @USER الله الله احمد رفعت واحمد طارق يا هلا يا هلا 😂😂😂😂😂😂😂 ا	NOT
2048	ونرجع نقول من أول وجديد..<LF>ماذا لو بدأنا الموسم بهذا الرجل؟<LF>ماذا لو كان هو مَن اختار الصفقات؟<LF>.<LF>والله الحي يحييك يا سييرا يا بروفيسور 💛<LF>. URL	NOT
2049	يا رايق أنت يا رايق URL	NOT
2050	يا زينب يا زهراء 😅 — خلاص عيل اختارو بين هالاسمين مو صعب 😂 URL	NOT
2051	مبسووطه والله في مباراه الاتحاد يا الله يا عميد الحمد لله اتمنى انه يتعدل وضع الاتحاد للأفضل والاجمل يا سلااااااام يا اتي جده 💛💛💛💛💛💛💛	NOT
2052	أقوال مأثورة <LF>خلي بالك أول مره عندنا بتبقي اخر مره يا جدون <LF>اخر مره يا جدون <LF>اخر مره يا جدون <LF>اخر مره يا جدون <LF>اخر مره يا جدون <LF>اخر مره يا جدون 😉😉😉 URL	NOT
2053	يا فاتنة كل المدن يا أرض البياض .. يا ملهمة قلب البدر لا قال: (آه مّ أرقّ الرياض) <LF>#الرياض_الان	NOT
2054	@USER يا عم اقعد بقا يا عم	NOT
2055	يا بـُـعـدك و يا صـعّـب لقيـاك💙.	NOT
2056	يا رافع راسنا يا غالي ربنا يحميك 🙏💕 URL	NOT
2057	آه يا حلو .. يا مسليني .	NOT
2058	وجودي على اللي ما تهيّا على مشهاي<LF>عليه الحسوف تجر روحي وتوجعها <LF>حسبت النصيب مع الليالي يجيب مناي<LF>وتردى النصيب وعزة النفس تمنعها <LF>وجحدت الطعون وصرت صابر على بلواي<LF>من اليأس حتى النفس عافت مطامعها<LF>عليك الخلف يا عالم السر يا مشكاي<LF>لك ايديننا في حال رجواك نرفعها .	NOT
2059	RT @USER: يا طلّت الصبح يا محلى تفاصيلك يا أعذب أحساس غنّا بي وغنيته.<LF>(يالعذبة❤️) URL	NOT
2060	لمن اكون جديه وياكم جاوبو بدون استعباط يا ضريفين يا خفيفن دم يا فني يا فله انتو برب عصبت	NOT
2061	يا نعيش مع بعض يا حبيبي يا نموت احنا الاتنين💛..	NOT
2062	RT @USER: " اسمع يا وزير يا وكيل يا مهندس "<LF>الاخت تقول <LF> عساكم تصرفونه على اعز ماتملكون<LF>دعاء. المطلوم ليس بينه وبين الله حجاب…	NOT
2063	بحب نفسي جدا في اللحظات اللي بتكلم فيها بمنطقية .. اللي هو اسمع نفسي وأقول خسارتك انتى في الهلس يا راسية يا واعية واكمل تفاهه وهزار تاني عادي	NOT
2064	@USER اهن واهن يا ليل يا ليل. صح السانك	NOT
2065	RT @USER: -<LF>يوم شبكنا الاصابع ب الاصابع<LF>قلت امنيتي اعيش جبنك<LF>هي ثلاث حلول مافي حل رابع ؟<LF>" يا احبك ، يا احبك ، يا احبك " :)	NOT
2066	RT @USER: يا رب , يا حنان يا منان , إجعل الجزائر في مأمن <LF> اللهم إحفظ الجيش الجزائري <LF> اللهم إحفظ الشعب الجزائري <LF> اللهم إحفظ الجزا…	NOT
